board_state,action
8312773032211112,1
8312773132221112,3
8312831033202121,3
8312831042022121,3
8312831043012121,1
9422432221010000,1
9433431121000000,3
9440432021001000,3
9510432021001000,0
9001450023101120,1
9511432021001100,1
9511432022001100,0
9500431022101121,1
9521432022001101,1
9532430022011100,0
9501430022021131,1
9531430222111100,1
9531431222011101,3
9531431231002110,3
9531431231012200,0
9500431131322211,1
9511433231112201,0
9520431131322212,3
9521432031323120,1
9531433242210000,1
9541532202011000,3
9541533021011000,1
9542533021011000,1
9542533121011000,1
9542533221001100,2
9542054210210002,2
9542054201211002,1
9653112100020001,3
9653221020001100,1
9653321011200000,3
9653321022000100,3
9653321030011000,3
9653321031011000,3
9653321032001002,1
9653431210000010,1
9653432210010000,3
9653433120000000,2
9653044100120000,3
9653511012000000,2
9653005210120000,2
9653005200220100,1
9663012310000000,3
9730123010020000,1
9742220010000000,3
9742300010000020,3
9742300110002000,3
9742310010002001,3
9742311010002100,3
9742320010202100,2
9742003200120121,1
9743013200111020,1
9743113220110020,3
9743232022012000,2
9743123200310002,1
9743124210010002,3
9743124221002000,2
9743124200211002,2
9743124210210012,2
9743124211210012,2
9743124202211012,2
9743124201310022,2
9743124201310103,2
9743124211310013,1
9753223201110103,1
9753223212110003,2
9753033201220013,1
9753033311230010,1
9754133301202010,2
9754013400120121,3
9754134012001211,1
9754234113100001,1
9754244210100010,1
9754244210200001,1
9754244211210000,2
9754125202210000,2
9754125201310000,1
9764123201010200,2
9764123200120002,3
9764123212002001,3
9764123212022100,1
9764233321100000,2
9764023400221000,1
9765123200201000,2
9765123201020001,3
9765123212011000,3
9765123212101010,3
9765123212102001,1
9765233220110100,1
9765333201110010,3
9765432121001000,2
9765432110210001,2
9765432101210011,2
9765432101210102,3
9765432112101201,1
9765432223100010,2
9765043302312001,2
9765104402310021,2
9765001502311021,1
9766121200300021,1
9766121201310020,3
9771121213102000,3
9810121213102001,1
9822221123000100,1
9822321103100100,3
9830322031001100,1
9830422012000100,1
9830432111000000,3
9830432120010000,3
9830432121200000,1
9831433021000100,3
9831441021001000,3
9831510021101000,1
9831521020011000,3
9831521021001200,0
9800520121301211,1
9832521021101200,3
9832521122001200,1
9832531122011000,1
9832531222001100,3
9832531231002000,2
9832531200311002,3
9832531231001210,2
9832531200311121,3
9832531231002211,1
9833532131002210,1
9833532131112200,1
9833532231112200,0
9820533331222211,3
9820543031313200,1
9821544041010200,3
9821551042002000,3
9821610142002000,3
9821620142002000,3
9821621142002000,3
9821622042102000,3
9821630042102010,3
9821630042112100,0
9800630042212112,1
9821631242002101,1
9821631242012110,1
9821632242012110,1
9831631242112100,3
9831631242202110,0
9831631042212112,0
9830631142222112,0
9831631042212113,0
9830631142222113,1
9831631242232111,3
9831631243302212,3
9831631244013120,1
9831631244213110,0
9831631144223111,1
9832631244213112,3
9832631252103221,3
9832631252113310,1
9833632152113300,0
9800633152233312,3
9810641053304120,0
9810642053304120,3
9811642054004120,3
9822642054004120,1
9832652051014000,1
9832652151004010,1
9832652151104100,3
9832652152004101,3
9832652152004210,1
9832652153104100,2
9832652105310241,3
9832652153112410,3
9832652153212410,0
9800653153322412,3
9810653154202412,1
9811653255202011,1
9811663250212110,1
9811663251212011,3
9820732051212210,1
9831732051102202,1
9831732251102210,1
9831732251212200,1
9831733251012220,1
9841732251112200,3
9841733052103200,1
9841733053103001,3
9841740153103100,3
9841741053103120,1
9841742053213100,1
9842743153003100,0
9801740053423131,1
9841743253013110,3
9841743253103201,1
9841743253113210,3
9841743253203211,0
9841743153223211,0
9841743253223211,0
9841743153233211,0
9841743253233211,3
9841743253233222,3
9841743253233321,1
9841743254333011,3
9841743254403201,3
9841743255013210,1
9841743255113210,1
9841743255213201,3
9841743262113210,3
9841743262213210,3
9841743263103211,3
9841743263113220,0
9841743163123221,3
9841743163123311,3
9841743163124210,1
9842743263204210,0
9840743063214213,1
9841743363204211,0
9841743163234211,1
9842743363214212,3
9842744163214212,1
9852742263124201,1
9853742263114210,0
9810745363224221,1
9813745263314210,3
9813745264104211,0
9200781365524221,3
9201781366204310,3
9210781372014310,1
9223881142000301,3
9330920042003101,1
a331430031000100,3
a410430031101000,0
a000441033001120,1
a410432031001100,3
a410432031102000,0
a100441033202110,1
a110442033112100,1
a111442033112100,0
a100441133202112,0
a101441033212112,0
a100441133222112,0
a100441133212113,0
a100441133222113,3
a110520043002230,1
a110523043002210,1
a110523143102200,1
a111523043112200,1
a112523243102200,3
a220523243103001,1
a322533140103100,3
a330541041003110,3
a400541141003200,0
a000550041103211,0
a001550041003221,0
a000550141003222,0
a001550041013222,0
a000550141023222,0
a100550041013223,3
a101600042003330,0
a200610042003331,1
a231610042003302,0
a200610142013332,0
a200610042123332,3
a200612042124320,1
a222611052200301,3
a320620153003100,0
a300620153003121,3
a301621053003121,1
a312622053003101,0
a300620153123121,3
a301621053123121,3
a310621153123121,0
a301621153223121,3
a310622153303121,3
a310631054203121,1
a421643051013000,0
a000600055223132,2
a001600633132,1
311a006600331002,1
311a106610330002,2
32a101700140002,0
1a000700241322,2
1a010700240133,0
10a001700240233,0
a001701241233,1
111a022710340003,0
1a001701242233,1
212a122700340003,1
213a123700040103,2
213a123710040013,2
213a123701140013,0
a110722441123,2
10a002700350223,1
12a023700251003,0
10a002701351223,1
122a123700250003,2
13a123700250013,1
114a022700152003,2
24a003700150123,0
14a003702150123,1
14a123701150023,0
4a113702151123,1
214a023701151023,0
104a013722151123,0
14a113722151123,0
104a123722151123,1
234a213712150023,1
334a113702150123,0
34a113732151123,2
34a123732150223,2
34a123732151033,0
104a103733151333,0
104a203730151433,2
14a023713150144,0
114a023703151144,1
214a023713150144,1
214a123723150144,2
214a123723150115,1
214a123723260101,3
214a123723262100,2
214a123723261021,1
214a123723361011,2
214a123702460112,1
214a133701461012,0
14a013723462112,2
14a013723461222,2
14a113723460123,1
124a233701460223,0
124a033711462223,0
124a033721462223,0
24a133711463223,0
224a033721463223,2
34a014721460333,1
235a024703360103,2
235a024710460013,0
a015723561213,0
1a010723661213,0
2a011723661213,1
212a131712660013,0
102a011723662213,2
12a002702372313,1
213a023803130100,1
214a021803130100,1
214a022803030101,2
214a003810040002,1
214a103800040012,1
214a103800140012,1
214a103800240102,2
214a013810240012,1
224a113800240012,0
104a003822241112,1
124a213810240112,0
14a103822241212,0
14a103821241312,2
14a113821241312,0
14a113822241312,1
124a223813241012,1
134a233821240012,2
134a124821240012,3
134a124821241201,3
134a124821241212,1
235a222811141202,2
235a123801240013,0
105a033822241113,0
105a133822241113,2
115a014802340123,2
25a014812340123,1
125a014802341123,0
25a014812342123,1
125a214812340123,0
125a114822341123,1
225a214812341123,2
35a214812342223,1
235a114823340223,2
235a124802440033,1
235a135801340003,3
235a135813413000,2
235a135813412003,1
246a234820011003,3
246a234821011300,2
246a234810220013,3
246a234813001310,1
346a244803100010,1
356a234801200000,2
356a234801120000,2
356a234800220100,2
356a234800130001,3
356a234813101000,2
356a234801310011,1
356a234801320011,0
6a154833322111,1
156a334821320111,0
16a154833322211,1
116a354823321211,2
26a354802422122,1
326a255802231100,1
326a255812230110,2
326a026811330002,2
326a026800240012,1
337a012800140002,2
47a012801140002,1
47a122800140002,1
147a022801140002,2
147a003802240002,1
147a023810240002,2
147a223801240002,2
147a033801240102,2
147a104801240012,0
7a004814242112,1
147a214810240012,2
147a214801241012,1
147a224810241012,1
147a224821240012,0
7a144812243112,0
17a044822243112,2
117a005802340322,0
17a015802341322,0
7a225802341322,0
17a005823341322,2
17a005802441133,0
7a015812441133,0
7a115802442133,1
117a225801441033,1
117a225811441033,1
117a225821440133,0
7a115812443233,0
7a105821443333,2
17a015802150044,1
27a125800150044,0
7a015800151344,0
7a005821151344,2
7a015802250135,1
117a025801260030,2
27a025801260013,1
37a015800261013,1
137a015800260113,1
137a025810260013,2
137a025801261013,1
237a125801260013,0
107a035822261113,2
17a035812360123,1
117a135802360123,2
27a135812360123,0
127a035802362123,0
27a135812362123,1
227a235802361123,2
37a235802361223,1
247a135801360023,0
7a245823361123,0
107a045833361123,1
147a335811361023,2
147a145802360123,3
147a145823601231,2
147a145812361231,1
257a235800460201,2
257a235800460121,0
207a055803463121,1
257a335811460021,2
257a045812460021,1
257a145802461021,3
257a145824601211,1
257a155822611011,2
257a216803610012,1
357a017803111002,1
358a111803110002,3
358a218132002000,1
359a211132002000,3
359a221032002010,3
359a311032002100,3
359a320032102100,1
459a331021100000,1
459a332021100000,3
459a420022000100,3
459a420030101000,3
459a420031101000,3
459a420032001001,3
459a420132002000,3
459a421032002001,3
459a421032102100,2
459a042103210121,1
459a143203210100,2
459a143203211001,1
459a243203220001,1
459a243313210000,2
459a024413210100,3
459a251013211000,2
459a125113210001,1
459a225203211000,1
459a225213210001,3
459a352013211010,3
459a352213212000,3
459a353013212020,3
459a353013213001,3
459a353113213100,2
459a353113212031,3
459a353113212311,1
469a343210212011,1
469a343210222110,1
469a343311202011,1
469a343311212110,2
469a034402210122,1
469a034412310102,1
469a134402311102,1
469a234412310102,2
469a023512311012,1
469a234501110002,3
469a234521002001,1
469a334521011000,2
469a044500220101,1
469a044501220011,2
469a005502130002,1
469a025500131002,3
469a260013001201,2
469a102600130121,3
469a126013001211,1
469a226113101200,1
469a226123101200,3
469a361023101210,1
479a332122101000,3
479a421031001010,3
479a421031002100,1
579a321022000100,3
579a321031001000,1
579a421011010000,1
579a421111000010,3
579a422020101000,2
579a004310210001,3
579a430012111000,3
579a430012211000,3
579a430013101100,1
579a441021000001,1
579a441121000010,1
579a442121001000,3
579a521121001000,3
579a522121001000,1
679a222111000001,3
679a321020001010,2
679a032101020002,3
679a321012102000,2
679a032101210102,2
679a032101210112,3
679a321012102220,1
679a332012202001,1
679a333112102000,3
679a431012112000,1
679a432112102000,2
679a432101210012,3
679a432112111200,3
679a432112201210,2
679a432110130121,3
679a432123101210,2
679a432102311121,2
679a432102311221,3
679a432123111310,3
679a432123201311,1
679a443223101010,1
679a443223201001,1
679a443223211100,3
679a532023212001,1
679a543232000000,2
679a543200320100,1
679a544311000000,3
679a553020000010,3
679a630020011000,1
779a230110200000,1
779a232110100000,2
89a232101020000,1
289a032101020100,3
289a321012101000,2
289a132101210001,3
289a132112101100,3
289a132112102010,3
289a132112102101,1
289a232222100102,1
389a232302100110,2
389a232301210002,3
389a232312102200,2
389a232311210003,1
389a233311010013,2
389a023400121013,1
389a123400220103,1
389a123401221003,2
389a123400130113,2
389a123401130023,2
389a123410230023,2
389a123401231023,2
389a123411230123,2
389a123402231123,1
389a233401341000,1
389a234511000002,1
389a234511120000,2
389a234501220010,3
389a234513001010,3
389a234513012000,3
389a234513112000,3
389a234513212000,2
389a234513210012,3
389a234513211210,2
389a234513211121,2
389a234513211221,3
389a234513211311,1
389a244523220110,1
389a344503221110,1
489a144513220110,1
489a244503220111,0
189a044543222111,0
189a144543222111,0
189a244543222111,2
189a025514330212,1
289a025514330212,0
189a025524331212,0
189a125524331212,1
289a225514331212,2
289a103601441212,1
289a213602440112,1
389a013602441112,1
389a113602441112,1
389a213602441112,1
389a213612441112,1
389a213622441112,1
389a313612441112,1
489a213602441112,1
489a213612441112,1
489a213622441112,1
489a313612441112,2
489a313611250122,1
489a323611350102,1
489a324612050012,3
489a324612501201,2
489a324601251121,3
489a324612512210,2
489a324612510131,1
489a334611520031,2
489a044602520231,2
489a005602521231,1
489a136601320001,2
489a113701320001,1
489a124700020101,2
489a124700120002,3
489a124712002001,1
489a234720011000,2
489a234701210001,3
489a234712101010,3
489a234712112000,2
489a234701222002,3
489a234713013000,3
489a234713103020,2
489a234701311032,2
489a234701311132,2
489a234701311232,3
489a234713111232,2
489a234711321232,1
489a234721430201,2
489a234721430121,3
489a234721431211,2
489a234721431122,1
489a335712230012,2
489a145701330012,3
489a145714101200,2
489a145701411012,1
489a245701410112,3
489a245714112200,1
489a255712112010,2
489a026701220121,2
489a026710130121,1
489a126711130021,2
489a126701232021,3
489a126712303102,2
489a126711230312,2
489a126702231312,1
489a236703230212,1
489a246702231012,1
489a246712231012,1
489a246722231012,1
489a346712230112,0
189a446732231112,2
189a056703331122,1
289a056713330122,1
289a156703332122,0
189a256713332122,3
189a256714322130,1
189a256714422102,1
189a256714432110,3
189a256715302201,1
189a266712312001,3
189a277012312102,1
189a277112322101,3
189a281012322201,1
199a231211312000,2
1aa231202310202,2
1b231202310013,1
232b023200110103,2
232b023200021013,1
232b123301130000,2
232b012400230010,2
232b012400230011,2
232b012400230102,2
232b112400230012,1
233b112401130002,1
233b122410130002,2
24b013402230002,0
b124401330222,1
124b113402230002,0
10b024401332222,2
1b022500140033,0
11b002500140233,1
111b022500140033,0
1b102501141233,1
211b022501140033,2
22b013500240004,1
22b013500250100,1
22b023600201000,2
3b023600020101,1
24b010600020011,1
24b011600021001,1
124b111600020001,2
124b012602020001,2
124b012600030101,2
124b012600030102,2
124b012600030112,1
124b022601130002,2
124b003601230002,1
124b013600230012,0
4b003612231112,1
224b013601230012,2
34b013601230112,1
34b023601231012,0
14b033602231112,1
114b033612230112,1
214b033602231112,0
14b133622231112,1
114b233612231112,1
114b233622231112,1
114b333612231112,1
114b333622231112,2
124b034602330122,1
125b033612230102,1
225b133602230102,2
35b014601330012,0
5b104603330212,2
5b114600340212,1
115b024601340012,0
15b014602341112,0
5b024612341112,0
15b004603342112,2
115b004600440222,0
10b005601541222,2
11b005601540123,1
21b016600241003,1
121b016620240003,2
121b001700340103,1
122b013700041003,0
100b000702242133,0
100b000712242133,1
222b213700140003,2
23b213701140003,2
123b213700240003,0
100b000712442123,2
101b000701252123,2
2b002701252123,0
10b000700352233,2
1b010700350034,2
1b101700350034,2
1b002701350034,0
b101700250144,0
b101700251144,0
b001701252144,0
b001701252244,1
211b022700450104,1
211b022701450014,2
122b003701450014,2
13b013701450014,0
1b004701450214,0
20b001701550214,2
102b001700160214,1
122b012700160004,1
123b011700160004,1
123b112700060004,1
223b012700060204,0
10b020701362224,1
213b022701160204,0
11b023701262214,1
211b023701261214,2
22b123701261214,2
13b123701261214,1
214b022701161204,1
214b122701161204,2
214b013700262124,1
324b013710360004,2
324b013701361004,2
324b013701360114,2
324b013701361024,2
324b113701360124,2
324b023701361124,2
324b023701361224,2
324b023701361134,1
334b124710360004,2
144b124701360004,2
15b124701360104,2
15b124711360014,2
15b124702360114,0
5b014713361114,2
15b014701460124,0
10b005702560224,2
11b005702560034,0
100b001701660234,0
b011701661234,0
b001712661234,2
10b001701271234,2
1b011701271234,2
1b002711271234,1
211b023800340001,2
22b023800340021,2
3b023810340021,1
124b003801240001,1
124b113800240001,1
224b013800240011,0
4b013802242111,1
214b123801240011,0
104b013822241111,0
104b113822241111,0
14b213822241111,1
324b123811240011,2
324b123802240012,1
334b123820240012,0
4b313813242212,1
314b133822241012,2
314b014802341022,1
325b123801240002,3
325b123812402001,3
325b123812412100,1
335b223821410010,2
45b033821410101,1
245b033802420020,2
245b104802420002,1
245b125800030020,2
245b125800030012,3
245b125830001210,2
245b125801030121,2
245b125801130121,2
245b125810230121,3
245b125812301212,2
245b125811231212,2
245b125812231212,2
245b125811331212,2
245b125801241212,3
245b125812411212,1
246b234812111002,1
346b234802110102,3
346b234822101200,2
346b234800311012,1
346b234811310012,3
346b234823101210,2
346b234812310121,1
346b234812321120,2
346b234812320122,1
346b234812331120,2
346b234821240022,3
346b234821243002,3
346b234821243210,2
346b234821242321,1
346b334821341301,1
446b234811341301,1
446b234821341301,2
56b234821341131,2
56b234821342231,1
356b234801441201,1
356b235811040211,2
356b235810240022,1
356b235810341002,2
356b235801341012,0
106b355823341112,2
16b036802442122,1
