board_state,action
34ce239b23673210,2
34ce239b23671321,1
34ce349b13670121,3
34ce349b13671211,3
34ce349b13671221,3
34ce349b13671311,1
45ce249b00671011,2
45ce249b01670012,0
10ce059b44672112,2
1ce059b15670222,0
1ce019b06671222,2
1ce019b00771123,1
12ce019b01770023,1
12ce029b00770123,0
ce009b13771123,0
ce009b13772123,2
10ce009b01382123,1
12ce209b00380123,0
ce019b12382123,1
11ce229b01380123,1
11ce229b12380023,1
11ce239b10381023,2
2ce239b01381123,0
10ce029b23381223,0
1ce129b23381223,1
11ce229b13381223,0
11ce129b23382223,0
11ce029b23383223,0
11ce129b23383223,2
12ce129b02480333,2
12ce129b02481034,2
12ce129b02482134,1
23ce229b01480134,2
23ce039b11480134,0
ce019b24481234,2
ce219b02581234,0
ce109b21581334,2
ce019b21581144,0
ce019b21581244,0
1ce009b22581244,0
ce109b21581344,2
1ce019b21580135,1
22ce029b10580035,0
ce009b22581335,1
22ce139b01580035,0
10ce029b23581135,2
1ce129b23580235,0
1ce129b13582235,2
1ce129b13581335,2
1ce129b13581145,2
1ce129b13581245,0
11ce029b13582245,0
1ce129b23582245,2
11ce129b23580345,2
2ce129b23581345,0
10ce109b23581445,2
1ce019b23581155,2
1ce019b23581026,2
1ce019b23581126,2
1ce019b23581226,1
22ce139b02581026,0
20ce029b23582226,2
2ce029b23581236,1
23ce139b02581036,2
23ce139b12580136,3
23ce139b12581362,1
24ce229b13581062,2
24ce139b13580162,0
1ce049b24582162,0
10ce019b05583162,0
1ce019b15583162,2
1ce119b01683162,2
1ce029b11683162,1
11ce329b02780012,2
2ce329b12780012,1
33ce129b00781012,2
4ce129b10780022,0
ce009b14782222,2
ce109b14780033,0
1ce009b00782433,2
1ce019b00780244,0
1ce009b02780244,0
ce009b11780344,0
1ce009b01781344,0
10ce009b02781344,0
ce019b02782344,2
1ce019b02780235,0
10ce009b02780335,1
12ce039b00781035,0
ce009b22782335,0
1ce009b02783335,0
1ce019b02783335,0
ce129b02783335,2
10ce129b02780345,0
10ce009b03782345,0
ce209b10782445,2
10ce029b01780255,0
10ce029b01781255,2
11ce029b01780126,2
2ce029b01781126,2
2ce029b11780226,0
1ce039b01781226,2
1ce039b11780136,1
11ce039b12780036,0
10ce019b03782236,0
ce119b13782236,2
10ce029b13780336,2
1ce029b13780146,0
1ce129b03781146,2
11ce129b03780246,0
1ce029b13782246,2
1ce029b13781346,0
ce119b02782446,0
ce219b12782446,2
1ce219b12780256,0
10ce009b22781356,1
12ce239b10781056,0
10ce109b22782356,2
1ce019b13782356,0
10ce009b12782456,2
1ce019b12782456,0
1ce029b12782456,1
11ce239b04781056,0
10ce119b23781456,2
1ce129b23781456,1
11ce229b13781456,1
11ce229b23781456,2
2ce139b23781456,1
12ce249b14780156,3
12ce249b14781561,1
12ce259b25781061,3
12ce259b25781611,3
12ce259b25781621,0
10ce129b36781621,2
11ce129b36781621,1
21ce329b17780121,3
21ce329b18801211,3
21ce329b19101220,2
21ce329b01910113,1
21ce32ab02110103,2
21ce32ab00221013,0
2ce20ab31221213,1
22ce31ab12221013,1
22ce31ab22220113,0
12ce21ab32222113,2
12ce21ab13230223,1
12ce21ab13340202,2
12ce21ab01440023,1
12ce22ab10440023,1
13ce20ab10441023,1
13ce20ab20440123,0
ce10ab13443123,0
10ce00ab23443123,1
13ce21ab31440023,1
13ce22ab31440023,0
1ce13ab22443123,2
1ce13ab01353123,0
1ce01ab13353223,2
1ce11ab01450333,0
ce01ab12451333,0
1ce01ab02452333,1
22ce02ab23450033,1
33ce03ab00451033,1
34ce11ab00450033,0
ce01ab34451133,2
ce01ab03550124,2
ce11ab00360124,0
ce01ab00361224,1
11ce02ab00362024,0
1ce00ab11362224,1
12ce22ab10360024,0
ce10ab21361324,1
11ce23ab10361024,2
2ce23ab01361124,1
22ce13ab02360124,0
2ce13ab22361124,2
2ce13ab13360224,2
2ce13ab01461034,2
2ce13ab11460134,1
22ce03ab02460134,2
13ce03ab02460134,0
ce04ab12461134,2
ce04ab12461234,0
1ce00ab04462334,2
1ce00ab01560244,0
ce01ab02560244,0
ce20ab01560344,0
1ce00ab01562344,0
10ce00ab02562344,0
2ce00ab12562344,2
12ce00ab12560235,1
23ce02ab01560035,0
ce13ab02562135,1
13ce22ab11560035,2
13ce13ab02560035,1
24ce02ab10560035,1
24ce12ab10560035,2
24ce12ab11560035,2
24ce12ab12560035,3
24ce12ab12563510,2
24ce12ab12561351,1
24ce23ab13661001,2
24ce23ab01370012,0
1ce04ab03373112,2
1ce14ab00470322,0
1ce01ab04471322,0
ce12ab04471322,2
ce12ab01570133,0
ce00ab12571233,0
ce00ab10572333,1
13ce20ab00570133,1
13ce21ab02570033,0
1ce03ab11572233,1
11ce23ab11570233,2
2ce23ab02571024,1
22ce13ab02571024,0
1ce02ab23572224,2
1ce22ab23570234,0
1ce12ab03573234,1
11ce32ab03571234,2
12ce32ab03571234,0
1ce13ab33571234,2
1ce13ab14571234,1
21ce13ab14570234,0
11ce03ab24572234,1
11ce33ab04571234,1
11ce33ab14571234,2
22ce04ab14571234,0
ce22ab25572234,0
ce12ab25573234,2
1ce12ab02673234,0
ce11ab12673334,2
ce02ab12671344,2
10ce02ab12670135,1
23ce01ab01670035,1
23ce12ab00670035,0
ce01ab23671235,1
21ce13ab02670135,0
21ce03ab22671135,0
1ce13ab32671135,2
1ce13ab32671235,1
11ce33ab13670135,2
22ce04ab13670135,0
12ce04ab23671135,0
12ce14ab23671135,0
12ce24ab23671135,3
12ce24ab23672351,1
12ce34ab24670151,3
12ce34ab24671511,1
12ce35ab25671111,2
12ce35ab25671022,2
12ce35ab25671013,1
12ce36ab21671013,0
11ce32ab26671113,2
2ce32ab22770123,0
1ce02ab33772123,2
1ce02ab01482123,0
ce11ab02482223,2
10ce02ab02480233,0
1ce00ab02481333,0
10ce01ab02481333,0
ce01ab12482333,2
ce11ab12480234,0
ce00ab11482334,1
11ce23ab01480034,2
2ce23ab01481034,1
22ce13ab01481034,2
13ce13ab01480134,0
1ce00ab04482234,2
11ce00ab00580334,2
2ce00ab01580044,1
2ce11ab00580044,1
12ce01ab01580044,0
ce01ab02581244,0
ce20ab01581344,0
1ce00ab21581344,2
1ce00ab21582135,0
ce01ab01583235,0
ce01ab02583235,0
ce00ab11583335,1
11ce33ab00581035,0
ce11ab31581335,2
ce02ab31581145,2
10ce02ab31580245,0
ce12ab11583245,2
10ce12ab02583245,2
11ce12ab02583245,2
12ce12ab02583245,0
ce01ab23583345,0
1ce00ab21583445,2
1ce10ab21580355,2
1ce01ab21580136,1
22ce02ab00581036,1
23ce11ab00580036,2
23ce02ab01580036,0
10ce03ab02582136,1
13ce22ab11580036,2
13ce13ab02580036,1
24ce12ab00580036,0
ce01ab24581236,1
21ce14ab12580036,0
1ce01ab24582236,2
1ce01ab24581336,0
ce12ab24581336,1
12ce24ab13581036,3
12ce24ab13581361,1
12ce24ab24580161,3
12ce24ab24581611,0
1ce12ab35581611,2
1ce12ab13680162,1
21ce02ab13780102,1
21ce12ab13780102,2
21ce12ab13781012,2
21ce12ab13780122,2
21ce12ab13781013,0
10ce21ab12782313,2
11ce21ab12782313,1
12ce22ab13782113,1
13ce23ab11782213,2
13ce23ab02781313,1
14ce22ab13782013,2
14ce03ab13781213,1
24ce14ab12780013,3
24ce14ab12781310,1
25ce22ab13780110,2
25ce03ab13780102,2
25ce13ab13780012,3
25ce13ab13781201,3
25ce13ab13781211,2
25ce13ab13781122,3
25ce13ab13782301,3
25ce13ab13782311,3
25ce13ab13782321,1
25ce24ab23781021,3
25ce24ab23781211,3
25ce24ab23781221,3
25ce24ab23781311,1
35ce24ab14781011,2
35ce24ab14780112,2
35ce24ab14780122,3
35ce24ab14781310,1
35ce25ab23780110,3
35ce25ab23782100,2
35ce25ab23780121,3
35ce25ab23781211,3
35ce25ab23781221,1
36ce33ab12780121,2
36ce04ab12781121,2
36ce04ab12781221,1
36ce24ab03780221,0
6ce14ab33782221,1
16ce34ab23781221,3
16ce34ab23781311,1
16ce34ab24781111,2
16ce34ab24781022,3
16ce34ab24781301,1
16ce35ab23781101,2
16ce35ab23781012,2
16ce35ab23780122,2
16ce35ab23782013,3
16ce35ab23782131,1
16ce35ab33781131,0
16ce15ab43781131,0
16ce25ab43781131,3
16ce25ab43782311,1
16ce25ab44782111,2
16ce25ab15780212,0
1ce16ab26781212,0
1ce11ab27781212,0
1ce12ab27781212,2
11ce12ab02881212,2
2ce12ab01291212,1
23ce01ab02290112,0
13ce01ab02292112,0
13ce01ab12292112,0
3ce11ab22292112,0
3ce11ab12293112,2
13ce02ab01390322,0
3ce12ab01391322,1
23ce02ab01391322,0
3ce12ab21391322,1
13ce22ab11391322,0
13ce12ab21392322,2
13ce12ab21391233,1
23ce22ab11490213,1
33ce12ab01491213,2
14ce12ab01491213,1
24ce12ab01491213,1
24ce22ab11490213,2
24ce13ab02490213,1
24ce13ab13490013,3
24ce13ab13491310,2
24ce13ab13491131,3
24ce13ab13492311,3
24ce13ab13492321,1
24ce24ab23491021,2
24ce24ab23491121,2
24ce24ab23491221,1
35ce23ab12491021,3
35ce23ab12491211,2
35ce23ab12491122,2
35ce23ab12492023,2
35ce23ab12491033,2
35ce23ab12490114,0
15ce33ab22491114,2
15ce04ab13490124,1
25ce04ab03491124,2
25ce04ab03491224,1
25ce14ab03491224,1
25ce24ab03491224,1
35ce14ab03491224,1
35ce24ab03491224,1
35ce24ab13491224,3
35ce24ab13491341,1
35ce24ab24590101,2
35ce24ab24590012,3
35ce24ab24591201,3
35ce24ab24591211,2
35ce24ab24591122,3
35ce24ab24592310,1
35ce35ab23591010,2
35ce35ab23590102,3
35ce35ab23591210,1
46ce23ab12591010,3
46ce23ab12592001,2
46ce23ab12590121,3
46ce23ab12591211,1
46ce23ab23590111,3
46ce23ab23592110,3
46ce23ab23592210,2
46ce23ab23590131,0
10ce06ab44593131,2
1ce06ab25593131,1
21ce36ab05591131,0
11ce26ab35591131,2
2ce26ab03691231,1
22ce16ab03691231,0
12ce06ab23692231,2
12ce16ab23690331,0
20ce02ab26692431,2
2ce02ab12792431,1
13ce22ab04790131,0
13ce02ab14792131,1
23ce22ab04791131,2
23ce13ab04790231,1
24ce14ab12790031,3
24ce14ab12793101,2
24ce14ab12791032,3
24ce14ab12791321,1
25ce22ab13790121,2
25ce23ab13790121,3
25ce23ab13791211,3
25ce23ab13791221,3
25ce23ab13791311,1
35ce24ab03791011,1
35ce24ab13791011,3
35ce24ab13792101,2
35ce24ab13790122,3
35ce24ab13791310,1
35ce24ab24790011,2
35ce24ab24791002,2
35ce24ab24791012,3
35ce24ab24792210,3
35ce24ab24793101,3
35ce24ab24793220,3
35ce24ab24793310,3
35ce24ab24794110,3
35ce24ab24794201,1
35ce35ab42792001,3
35ce35ab42792101,1
46ce42ab21790011,2
46ce42ab21790102,3
46ce42ab21791201,2
46ce42ab21791121,1
56ce22ab12791021,2
56ce13ab12790121,3
56ce13ab12791211,1
56ce23ab13791011,2
56ce23ab13790112,3
56ce23ab13792201,2
56ce23ab13791031,3
56ce23ab13791311,3
56ce23ab13791322,1
56ce24ab23791022,2
56ce24ab23790113,0
16ce04ab53793113,1
16ce54ab33791113,2
16ce54ab14790123,0
10ce16ab55791123,2
1ce16ab16790223,0
ce01ab27792223,0
1ce01ab07793223,2
1ce01ab00891333,0
ce00ab12891333,0
ce01ab02892333,2
ce01ab12890234,0
ce01ab01891334,1
12ce03ab00891034,0
10ce00ab02892334,0
1ce00ab12892334,2
1ce01ab12890244,0
ce10ab02891344,0
ce00ab12892344,2
ce01ab12890235,0
10ce00ab01891335,0
ce10ab01892335,0
1ce00ab11892335,0
1ce00ab12892335,2
1ce01ab12890245,0
ce00ab12891345,0
ce00ab12892345,1
12ce23ab01890045,0
1ce02ab13892145,1
11ce22ab13890145,0
11ce12ab23891145,2
2ce12ab23891245,0
10ce13ab23891245,1
24ce22ab10890145,2
24ce13ab01890145,1
24ce13ab12890045,1
24ce23ab02890245,1
34ce03ab03891045,2
34ce03ab03891145,2
34ce03ab03891245,1
34ce14ab22890045,2
34ce14ab03891045,2
34ce14ab13890145,1
35ce23ab01891045,1
35ce23ab11890145,2
35ce23ab12890145,0
15ce33ab22891145,2
15ce04ab13890245,0
5ce04ab13892245,2
15ce04ab13890345,1
25ce14ab04890045,1
25ce15ab00892045,1
26ce10ab20890145,2
26ce01ab02891145,0
6ce11ab22891145,2
6ce02ab03891245,1
16ce12ab03890245,0
6ce12ab03892245,0
16ce02ab13892245,1
26ce22ab13890245,2
26ce03ab13891245,1
26ce24ab02891045,2
26ce24ab02891145,1
36ce14ab02891145,0
6ce14ab32892145,1
16ce34ab22891145,2
16ce34ab03891245,0
16ce14ab33891245,0
16ce24ab33891245,2
16ce24ab14891245,1
16ce25ab22891045,2
16ce25ab03892145,1
16ce35ab13890145,3
16ce35ab13891451,0
16ce15ab33892451,2
16ce15ab24892451,1
26ce35ab05890251,1
26ce36ab12890051,3
26ce36ab12895110,1
27ce32ab11895110,1
27ce32ab12895110,2
27ce32ab12890152,1
27ce33ab11891052,2
27ce04ab12890152,0
7ce14ab22891152,2
17ce14ab03890252,1
27ce14ab03890252,0
7ce14ab23891252,1
17ce24ab13891252,0
17ce14ab23892252,3
17ce14ab23893521,1
27ce24ab33891521,2
27ce24ab14891521,1
37ce25ab05891021,2
37ce25ab05891121,2
37ce25ab15890221,3
37ce25ab15893110,2
37ce25ab15890232,1
37ce26ab12890132,3
37ce26ab12891321,1
37ce26ab22891321,2
37ce26ab13891321,1
37ce26ab24891021,2
37ce26ab24891121,3
37ce26ab24892211,3
37ce26ab24893201,1
37ce36ab34890211,3
37ce36ab34892210,3
37ce36ab34893110,1
47ce46ab04891110,1
57ce16ab14890110,3
57ce16ab14892010,1
57ce26ab24890110,2
57ce26ab24890102,2
57ce26ab24891012,3
57ce26ab24892210,1
57ce36ab24891210,2
57ce36ab24891121,3
57ce36ab24892212,1
57ce36ab34891212,0
17ce56ab44891212,3
17ce56ab58921212,1
17ce66ab18930211,2
17ce07ab18930122,0
ce08ab18932122,0
1ce00ab19932122,2
11ce00ab01a30213,1
12ce02bb00140100,2
12ce002c10140001,0
1e00cc00242211,1
221e00cc01240011,1
221e11cc00240011,0
11e00cc22241111,1
211e12cc11240011,1
211e22cc11240011,1
311e12cc01241011,2
32e112d01240012,2
232e022d01240012,1
233e022d11140002,1
233e122d11140002,1
233e222d11140002,1
333e122d01140012,2
34e013d00240112,1
34e023d01240012,0
14e033d02240112,2
14e004d01340022,1
25e103d00240002,1
125e003d00240102,2
125e003d01240012,0
15e003d02241112,0
5e013d22241112,1
215e123d01241012,0
105e013d22242112,0
15e013d12243112,0
5e123d12243112,0
15e003d23243112,1
215e333d01241012,1
215e333d11241012,2
215e034d02241022,2
215e134d00340013,0
25e004d21341313,1
225e114d03340113,0
25e114d23341113,1
125e214d13341113,0
125e114d23342113,1
225e314d03341113,0
125e214d33341113,2
125e214d13440123,2
125e214d11350123,2
125e214d02351123,0
125e114d22351123,1
225e214d12351123,2
35e214d12351223,1
235e214d03351023,1
335e114d03350123,0
135e014d33351123,0
135e114d33351123,2
135e124d03450223,2
135e124d13450033,1
235e125d03351003,2
235e125d01450013,1
236e124d01150013,1
236e124d01250013,0
206e034d22251113,2
26e034d12350123,1
126e034d12350123,0
26e134d02352123,1
126e234d12350123,0
126e134d22351123,0
126e234d22351123,2
126e234d13350223,1
126e244d12350123,2
126e025d12351123,1
236e125d01352023,3
236e125d13503301,3
236e125d13504101,1
236e226d43110100,2
236e036d14320001,1
247e143d10020001,3
247e143d12001001,3
247e143d12002100,2
247e143d01120021,2
247e143d01220021,2
247e143d10130021,1
257e203d00131021,2
257e023d10130121,1
257e123d01130121,1
257e123d02131021,3
257e123d21301211,1
257e124d21111210,2
257e124d02121121,1
257e234d01120121,3
257e234d22101210,1
357e234d13200010,2
357e234d01320011,3
357e234d13212000,2
357e234d13210022,3
357e234d13213001,2
357e234d13211031,3
357e234d13211311,1
357e244d23220011,1
357e344d03220111,2
357e035d00330112,0
7e055d13333112,2
17e006d01340322,0
7e026d02340322,0
7e016d03340322,2
7e116d00440033,1
117e006d00441033,0
17e006d00442133,1
227e006d00440133,1
227e016d00441033,0
7e016d22441133,2
7e116d00350024,1
117e006d10350024,1
217e006d00351024,0
17e006d20351124,1
227e106d10350024,0
7e106d20352224,0
17e006d10353224,2
217e006d01350334,2
217e006d01350144,1
227e016d00350144,1
227e026d10350044,1
237e116d00350044,2
237e126d00350005,1
237e126d20360000,3
237e126d23620000,1
237e127d23020001,2
237e127d02321001,2
237e127d02321002,3
237e127d23201201,2
237e127d12320121,3
237e127d12321211,3
237e127d12321221,2
237e127d12321131,2
237e127d12321231,1
238e234d12020101,2
238e234d01130002,3
238e234d23102000,2
238e234d02311002,3
238e234d23111200,1
348e234d12110200,1
348e234d13110010,3
348e234d13201100,3
348e234d13202100,2
348e234d11320021,2
348e234d02321021,1
348e234d12320121,3
348e234d12321211,3
348e234d12321221,1
348e234d23321021,2
348e234d12420121,3
348e234d12421211,1
348e235d23121001,2
348e235d23120102,3
348e235d23121210,2
348e235d23122121,1
348e345d21121021,2
348e345d12220121,3
348e345d13221210,3
348e345d13311210,1
458e235d02311010,3
458e235d23102002,3
458e235d23103001,3
458e235d23103101,1
458e345d31111000,3
458e345d32101001,2
458e345d03210012,3
458e345d32101210,2
458e345d03211121,2
458e345d03211221,1
458e345d13320210,2
458e345d01420121,1
458e345d02421021,3
458e345d24201212,1
458e355d22221011,1
468e325d21221011,2
468e325d12130012,1
468e335d10231002,2
468e145d01230012,3
468e145d12311200,1
468e245d13310001,2
468e245d01411001,3
468e245d14102010,2
468e245d11410021,3
468e245d24102110,3
468e245d24102210,3
468e245d24103101,1
468e355d31111000,2
468e136d03120001,1
468e146d01120001,2
468e146d01220001,2
468e146d00130101,1
468e146d11130001,2
468e146d01230011,2
468e146d11230002,1
468e246d01230102,2
468e246d01231012,1
468e246d11231012,1
468e246d21231012,3
468e246d21232201,3
468e246d21233101,3
468e246d21233201,3
468e246d21233211,1
468e346d31232211,1
468e446d21231211,1
568e246d11231211,3
568e246d22311220,2
568e246d03312013,2
568e246d10410213,3
568e246d14102131,1
568e256d11112031,1
568e256d11122130,2
568e256d01221213,1
568e256d11221213,0
168e556d21222213,0
168e156d51223213,0
168e256d51223213,2
168e256d15133213,1
168e266d12243010,1
178e226d10243011,2
178e036d11240032,2
178e136d02240032,1
278e036d12240032,1
278e136d02241032,1
278e236d02240132,1
378e136d02240132,0
78e136d32241132,1
178e336d12241132,0
178e136d32242132,2
178e136d13342132,1
278e146d21441002,2
278e146d12150012,3
278e146d12151210,2
278e146d12151121,3
278e146d12152211,1
278e246d23250011,2
278e246d23251002,3
278e246d23251202,1
378e246d13251202,1
378e246d23250212,1
378e346d13250212,1
478e146d03251212,3
478e146d32511212,1
478e146d33511112,2
478e146d14510122,0
108e076d45512122,0
18e176d45512122,2
118e176d04610213,1
218e077d14110203,1
218e177d14110203,2
218e018d01420123,1
229e124d00220003,1
239e104d01220003,1
239e114d00220013,0
109e004d23221113,1
139e214d11220013,0
19e104d23221213,0
109e114d23221213,0
109e214d23221213,2
19e214d12331213,2
119e214d01241213,1
129e214d12240113,0
129e114d22241113,0
129e214d22241113,0
129e114d32241113,1
229e314d12242113,2
239e314d01340223,1
239e324d02341023,2
239e324d02341123,1
239e334d11341023,2
239e144d02340123,0
139e044d22341123,0
139e144d22341123,0
139e244d22341123,2
139e225d03340223,0
139e025d13342223,0
139e025d23342223,0
139e025d13343223,0
139e025d23343223,0
139e125d23343223,0
139e225d23343223,0
139e125d33343223,2
139e125d13440333,1
239e125d04441033,2
239e125d00450114,1
239e125d01451014,2
239e125d01451024,2
239e125d01451124,2
239e125d11450224,0
39e125d21452224,0
139e025d11453224,0
139e025d21453224,2
139e125d21450334,0
139e025d21452334,2
139e025d21451244,2
139e025d21451125,1
139e225d12460120,2
139e035d12460112,0
209e045d02462112,2
29e045d12460222,0
19e025d04461322,2
19e025d01560133,1
19e026d12360003,1
119e136d00360003,2
129e136d00360003,3
129e136d36013000,3
129e136d36103010,3
129e136d36113100,3
129e136d36203101,1
229e436d06211100,1
229e436d16210120,2
39e436d16211012,2
39e436d16210122,2
39e436d16210113,2
39e436d16210123,1
449e166d01311003,2
59e017d11310013,1
159e127d00310013,3
159e127d31001310,1
259e327d11100301,2
259e327d01120031,3
259e327d22013100,1
259e337d21113000,2
259e047d02120103,2
259e047d02120113,1
259e047d02220113,0
159e047d02222113,0
159e047d12222113,1
259e247d12220113,1
359e147d02221113,1
359e247d12220113,3
359e247d13222300,3
359e247d13302310,1
359e247d14302110,1
359e257d11312010,2
359e257d02311021,2
359e257d02311121,2
359e257d22310221,2
359e257d03310131,2
359e257d10410131,3
359e257d14111310,1
369e247d23210100,1
369e347d03210110,3
369e347d32112000,1
469e347d22110001,2
469e347d00321001,3
469e347d32002100,1
469e447d22000101,1
569e247d12010100,3
569e247d12101100,1
569e247d22100110,1
569e347d02201100,2
569e347d01030002,2
569e347d00130102,2
569e347d00132012,3
569e347d13002121,2
569e347d01132121,1
569e347d22131021,2
569e347d13130121,0
169e547d33131121,2
169e547d14130221,1
169e557d12130121,2
169e067d12131121,0
19e077d12132121,1
119e277d12130121,2
29e128d12130121,1
239e028d11130021,1
239e128d01131021,2
239e128d10230121,3
239e128d12301211,2
239e128d01231122,3
239e128d12312300,1
239e238d23310010,1
349e238d00311010,1
349e238d10310011,2
349e238d01311002,1
349e238d11310102,3
349e238d23111200,3
349e238d23201201,2
349e238d02321121,3
349e238d23202211,1
349e348d22211010,3
349e348d32102100,1
459e328d21100010,3
459e328d22001100,3
459e328d30002001,3
459e328d30102100,3
459e328d31102100,3
459e328d32002101,3
459e328d32002210,3
459e328d32013100,3
459e328d32103101,1
459e438d31110100,2
459e438d03120011,2
459e438d03121002,2
459e438d13120012,1
559e148d00230100,1
559e148d01231000,2
69e148d01231001,2
69e148d01231002,2
169e148d01230012,1
269e048d11230012,2
269e148d02230012,2
269e148d00331012,2
269e148d00041022,1
269e248d00241002,2
269e248d01240012,1
369e148d01240012,3
369e148d12401210,2
369e148d11240121,2
369e148d02241121,1
369e248d02341101,1
369e248d12340111,2
369e248d12342012,2
369e248d12342212,1
369e248d13342112,2
369e248d11440222,2
369e248d01250023,1
369e248d11350003,2
369e248d02350203,3
369e248d23512300,1
369e348d24511000,2
369e348d24511001,2
369e348d24511002,2
369e348d24510112,1
469e258d01510112,3
469e258d15102210,2
469e258d01510131,3
469e258d15111310,3
469e258d15211310,2
469e258d15211131,3
469e258d15212312,1
469e268d13212112,1
479e238d11212112,3
479e238d22102221,1
479e338d23110120,1
479e348d21111020,2
479e348d02120112,1
479e348d02231100,2
479e348d10330002,3
479e348d14002010,3
479e348d14012100,1
479e358d11012010,3
479e358d21102100,3
479e358d22002110,3
479e358d30002202,3
479e358d30103200,3
479e358d31003201,1
479e458d31010201,3
479e458d32002101,1
579e358d22010101,3
579e358d31002001,3
579e358d31002110,3
579e358d31002201,3
579e358d31003101,1
579e458d32010100,3
579e458d32111000,3
579e458d32201100,3
579e458d33002001,3
579e458d40012100,3
579e458d41102100,3
579e458d42012100,1
579e558d22010102,1
679e258d02110102,2
679e258d01220012,3
679e258d13001210,1
679e258d23110200,1
679e358d03110201,3
679e358d32002110,3
679e358d32002210,3
679e358d32003101,1
679e458d32010102,2
679e458d03211012,1
679e458d13210112,0
179e658d43211112,2
179e658d43211122,1
179e658d43311122,3
179e658d44102310,3
179e658d51102310,2
179e658d00521231,0
209e178d65521231,2
129e178d06621231,2
129e178d01721231,3
129e178d17211231,1
229e288d02221030,1
329e188d02220130,2
329e019d00231013,1
32ae112d00140100,1
32ae122d00140002,2
32ae013d01140002,2
32ae213d00240002,3
32ae213d24002010,2
32ae213d01240021,1
32ae223d10340001,2
32ae033d11340001,1
32ae134d01041001,2
32ae134d00141002,2
32ae134d01140012,2
32ae134d00240112,0
ae124d33241112,1
12ae334d11241012,1
12ae334d21240112,1
12ae334d22240112,0
12ae134d32242112,0
12ae234d32242112,2
12ae234d03341222,1
12ae244d12341022,2
12ae025d12341013,1
23ae125d00340113,1
23ae125d01341013,2
23ae125d01341023,2
23ae125d11340123,2
23ae125d02341123,2
23ae125d02341223,3
23ae125d23411330,1
23ae125d24411130,3
23ae125d25102310,2
23ae125d12510231,3
23ae125d12512311,1
23ae236d23120100,2
23ae236d23121001,1
34ae236d10120011,1
34ae236d10220011,2
34ae236d00130102,1
34ae236d01130102,2
34ae236d00231012,3
34ae236d23002210,3
34ae236d23103100,1
34ae346d31100001,3
34ae346d32001001,3
34ae346d32002100,1
45ae326d21010000,3
45ae326d22010000,3
45ae326d31010000,3
45ae326d32001000,1
45ae436d10001000,2
45ae436d00010011,2
45ae436d00110002,3
45ae436d20002001,3
45ae436d20002101,2
45ae436d00021022,2
45ae436d10020013,1
55ae136d00120013,2
6ae136d01120013,2
6ae136d20220013,1
16ae236d00220113,0
ae166d13222113,0
10ae066d23222113,2
1ae007d12330223,2
1ae107d01240033,1
12ae017d00240033,0
ae107d02241133,1
22ae017d00240133,1
22ae027d00240133,1
23ae017d00241033,1
23ae117d00240133,2
23ae027d10240014,1
23ae127d01250010,2
23ae127d01251001,2
23ae127d01250012,0
10ae037d22251112,0
10ae137d22251112,2
1ae137d12350122,2
1ae137d12351013,2
1ae137d12350223,1
21ae037d03351023,2
21ae037d10450123,0
1ae017d23451123,1
22ae137d11450023,1
22ae237d11450023,0
1ae027d33451123,2
11ae027d04450223,0
11ae027d04451223,0
11ae027d04452223,0
11ae027d14452223,0
1ae127d24452223,2
21ae127d02550233,1
21ae137d02550133,0
11ae037d22551133,2
2ae037d01360024,0
ae127d03360124,1
12ae037d01361024,2
12ae137d01360124,0
10ae027d03362224,0
10ae027d13362224,2
1ae127d01460234,1
11ae227d01460234,2
2ae137d01460234,1
12ae037d11460234,0
12ae037d01462234,0
22ae037d11462234,0
22ae237d11462234,2
3ae237d02461334,1
24ae127d03460134,0
14ae027d23461134,2
14ae127d23460234,0
14ae027d23462234,2
14ae027d23461334,2
14ae127d23460144,1
24ae227d03561104,2
24ae137d03560024,1
24ae147d00560224,0
ae017d25561224,2
10ae017d02660134,2
1ae017d01270134,0
ae007d12270234,0
1ae007d00271334,0
ae007d11271334,0
1ae007d01272334,0
ae017d02272334,2
ae017d10370244,2
ae017d11370025,0
ae007d10371225,1
22ae007d02370025,0
10ae007d00372325,1
13ae207d10370025,0
ae107d21371325,1
11ae237d10371025,2
12ae237d01370125,0
10ae027d13372225,0
1ae027d23372225,1
31ae127d03370225,0
11ae027d33371225,2
12ae027d03470135,1
13ae137d01470035,3
13ae137d14713500,1
24ae148d35011000,1
25ae158d30111000,2
25ae158d01320001,3
25ae158d13211000,2
25ae158d13211001,2
25ae158d13210102,2
25ae158d13210112,3
25ae158d13212210,1
26ae238d22212010,3
26ae238d32102110,1
36ae338d22200120,1
46ae238d02310100,3
46ae238d23101100,3
46ae238d23102010,3
46ae238d23102101,1
46ae348d21111000,3
46ae348d22101010,1
46ae348d22201010,3
46ae348d32002002,3
46ae348d32003010,2
46ae348d00322031,1
46ae348d20420201,3
46ae348d24202101,3
46ae348d24202210,3
46ae348d24203120,1
46ae358d21303100,1
46ae358d22303010,3
46ae358d33013100,1
46ae458d33110100,1
56ae358d03110101,1
56ae358d03120102,3
56ae358d31201201,2
56ae358d03121121,0
16ae558d33121121,2
16ae168d04120221,1
27ae148d02120021,3
27ae148d21212100,1
27ae148d32210001,1
27ae148d32221000,2
27ae148d23230001,3
27ae148d23231010,3
27ae148d23232200,3
27ae148d23233100,2
27ae148d23230131,3
27ae148d23231311,1
27ae148d24231111,2
27ae148d24231022,3
